ID,User_id,Sold,Gender,Category,subcategory,size,State,Brand,Colors,Price,Image,Images,Description,Title,Views,Interested,Followers,Reviews
475370130,36260360,,F,1856,,L,Very good,FILA,Blue,20,,downloads/36260360/01_01797_SdrvLpwXdeCu7FgjWoC3Begg.jpeg,"Zo goed als nieuw, super leuk model.
",Fila windbreaker 80s,44,2,14,2
475370130,36260360,,F,1856,,L,Very good,FILA,Blue,20,,downloads/36260360/01_0248d_rQGkZUjBX7JZD9xgtq1DQdao.jpeg,"Zo goed als nieuw, super leuk model.
",Fila windbreaker 80s,44,2,14,2
837861883,37392969,,,233,,,Very good,Vintage,Red,7.5,,downloads/37392969/02_0177c_rG1xo5XAYtfd3BaNMEPTsCJg.jpeg,leuke barret! uit de vintage winkel - draag hem bijna niet dus zonde. hoop dat iemand hem leuk vindt ! ,Barret 100% wool ,64,7,27,0
837861883,37392969,,,233,,,Very good,Vintage,Red,7.5,,downloads/37392969/02_0117b_Fe1mRdzbD1iZy6GmoxUpsgHY.jpeg,leuke barret! uit de vintage winkel - draag hem bijna niet dus zonde. hoop dat iemand hem leuk vindt ! ,Barret 100% wool ,64,7,27,0
837861883,37392969,,,233,,,Very good,Vintage,Red,7.5,,downloads/37392969/01_01cac_J9X2zTiLUkSjQvLMaQEGwGrV.jpeg,leuke barret! uit de vintage winkel - draag hem bijna niet dus zonde. hoop dat iemand hem leuk vindt ! ,Barret 100% wool ,64,7,27,0
837845787,37392969,,,1042,,M / 38 / 10,Very good,Vintage,Blue,15,,downloads/37392969/02_01d36_3ABydQkMSVv79mR29diFs4GN.jpeg,"dit was een jurkje (niet strapless) uit de vintage winkel en heb hem vermaakt tot een topje. hope u like
",Strapless vintage top ,112,15,27,0
837845787,37392969,,,1042,,M / 38 / 10,Very good,Vintage,Blue,15,,downloads/37392969/02_00987_8BysMnXaQoKRiGZfpfNGMSNe.jpeg,"dit was een jurkje (niet strapless) uit de vintage winkel en heb hem vermaakt tot een topje. hope u like
",Strapless vintage top ,112,15,27,0
837845787,37392969,,,1042,,M / 38 / 10,Very good,Vintage,Blue,15,,downloads/37392969/02_02255_BCCnuREziU2zMSgVQoo5pRgk.jpeg,"dit was een jurkje (niet strapless) uit de vintage winkel en heb hem vermaakt tot een topje. hope u like
",Strapless vintage top ,112,15,27,0
837797811,37392969,,,179,,M / 38 / 10,Very good,Zara,Blue,10,,downloads/37392969/02_008a0_pvSqCPzCRmmpjUqxVM9uPTr8.jpeg,cute spijker jurkje met tijger print - Zara. helemaal goed nog! ,Spijker mini jurkje ,25,1,27,0
837797811,37392969,,,179,,M / 38 / 10,Very good,Zara,Blue,10,,downloads/37392969/02_007bc_ZeZkCE1SeeshdnsLn4dv1NXi.jpeg,cute spijker jurkje met tijger print - Zara. helemaal goed nog! ,Spijker mini jurkje ,25,1,27,0
837797811,37392969,,,179,,M / 38 / 10,Very good,Zara,Blue,10,,downloads/37392969/02_0246e_smkSymF5dNa9Zf94yzPT2KpA.jpeg,cute spijker jurkje met tijger print - Zara. helemaal goed nog! ,Spijker mini jurkje ,25,1,27,0
837797811,37392969,,,179,,M / 38 / 10,Very good,Zara,Blue,10,,downloads/37392969/02_000e9_xhsN3kTNqJEtEvP8Z3JegviF.jpeg,cute spijker jurkje met tijger print - Zara. helemaal goed nog! ,Spijker mini jurkje ,25,1,27,0
837797811,37392969,,,179,,M / 38 / 10,Very good,Zara,Blue,10,,downloads/37392969/02_01867_SfbVvDBJ1izFi7DYNTkhP4Ta.jpeg,cute spijker jurkje met tijger print - Zara. helemaal goed nog! ,Spijker mini jurkje ,25,1,27,0
837788954,37392969,,,1071,,M / 38 / 10,New with tags,H&M,Rose,10,,downloads/37392969/02_01315_54EYWFRgRiXpLULUiibcK5uo.jpeg,was toch te krap voor me. had hem gekocht zonder te passen. hoop dat iemand blij van wordt :) ,Roze broek - helemaal nieuw ,101,3,27,0
837788954,37392969,,,1071,,M / 38 / 10,New with tags,H&M,Rose,10,,downloads/37392969/02_026ea_f5a9q946w8rVYN9AaMuVRe7q.jpeg,was toch te krap voor me. had hem gekocht zonder te passen. hoop dat iemand blij van wordt :) ,Roze broek - helemaal nieuw ,101,3,27,0
837788954,37392969,,,1071,,M / 38 / 10,New with tags,H&M,Rose,10,,downloads/37392969/02_0030b_pV8gq7N1JMaJtS9VGusUoKPR.jpeg,was toch te krap voor me. had hem gekocht zonder te passen. hoop dat iemand blij van wordt :) ,Roze broek - helemaal nieuw ,101,3,27,0
837788954,37392969,,,1071,,M / 38 / 10,New with tags,H&M,Rose,10,,downloads/37392969/02_015ca_iZigChMnSKodKzySwvygKG8t.jpeg,was toch te krap voor me. had hem gekocht zonder te passen. hoop dat iemand blij van wordt :) ,Roze broek - helemaal nieuw ,101,3,27,0
837776437,37392969,,,1066,,L / 40 / 12,Very good,Vintage,Multi,10,,downloads/37392969/02_0046c_S7gqy87uPVqPSwg2HKAcGyNN.jpeg,goeie kwaliteit - vintage. veel gedragen maar daardoor ook een beetje beu! ziet echt nog mega goed uit. ,Velvet trui/top vintage ,30,0,27,0
837776437,37392969,,,1066,,L / 40 / 12,Very good,Vintage,Multi,10,,downloads/37392969/02_025fd_7HeLDLa11oUBjc1ParU7iDJu.jpeg,goeie kwaliteit - vintage. veel gedragen maar daardoor ook een beetje beu! ziet echt nog mega goed uit. ,Velvet trui/top vintage ,30,0,27,0
837776437,37392969,,,1066,,L / 40 / 12,Very good,Vintage,Multi,10,,downloads/37392969/02_022a0_feCHkQbMuU7KVbjM3G6QE6qN.jpeg,goeie kwaliteit - vintage. veel gedragen maar daardoor ook een beetje beu! ziet echt nog mega goed uit. ,Velvet trui/top vintage ,30,0,27,0
837776437,37392969,,,1066,,L / 40 / 12,Very good,Vintage,Multi,10,,downloads/37392969/02_01010_kefTv63d28iNy4xieofE4YZ7.jpeg,goeie kwaliteit - vintage. veel gedragen maar daardoor ook een beetje beu! ziet echt nog mega goed uit. ,Velvet trui/top vintage ,30,0,27,0
837776437,37392969,,,1066,,L / 40 / 12,Very good,Vintage,Multi,10,,downloads/37392969/02_0182c_t6V9A41YUzxkfxiJSQLscfoA.jpeg,goeie kwaliteit - vintage. veel gedragen maar daardoor ook een beetje beu! ziet echt nog mega goed uit. ,Velvet trui/top vintage ,30,0,27,0
837743483,37392969,,,1056,,S / 36 / 8,Good,Vintage,Purple,10,,downloads/37392969/02_011dd_eruCYWSbVSaDD6FwaxXP5hF6.jpeg,heeeel pretty!!! op de foto heb ik hem beetje omhoog maar hij komt tot net boven de knie. en met een riempje om je middel iets hoger. echt super classic mooie pasvorm :):) ,Vintage Velvet purple dress ,68,5,27,0
837743483,37392969,,,1056,,S / 36 / 8,Good,Vintage,Purple,10,,downloads/37392969/02_012c9_aeE6PtDjQbLHbqfApX4mURSt.jpeg,heeeel pretty!!! op de foto heb ik hem beetje omhoog maar hij komt tot net boven de knie. en met een riempje om je middel iets hoger. echt super classic mooie pasvorm :):) ,Vintage Velvet purple dress ,68,5,27,0
837720529,37392969,,,1080,,XXL / 44 / 16,Very good,H&M,Beige,10,,downloads/37392969/02_00c40_owSF677qEbVc93arEv3uFaYA.jpeg,heel chill/ maar toch niet mn ding. beetje gekreukt op de foto want zat in een doos. verder helemaal goed!!! ,Lange witte dunne jas ,27,3,27,0
837720529,37392969,,,1080,,XXL / 44 / 16,Very good,H&M,Beige,10,,downloads/37392969/02_00ded_iZmPGnDd3JgDuKGgUXmMK4BD.jpeg,heel chill/ maar toch niet mn ding. beetje gekreukt op de foto want zat in een doos. verder helemaal goed!!! ,Lange witte dunne jas ,27,3,27,0
837720529,37392969,,,1080,,XXL / 44 / 16,Very good,H&M,Beige,10,,downloads/37392969/02_0105d_98NETGaPFcm3GvsA3fjSZLGz.jpeg,heel chill/ maar toch niet mn ding. beetje gekreukt op de foto want zat in een doos. verder helemaal goed!!! ,Lange witte dunne jas ,27,3,27,0
837720529,37392969,,,1080,,XXL / 44 / 16,Very good,H&M,Beige,10,,downloads/37392969/02_00a56_5psGYFtGFR1XRYd3HWBspwzE.jpeg,heel chill/ maar toch niet mn ding. beetje gekreukt op de foto want zat in een doos. verder helemaal goed!!! ,Lange witte dunne jas ,27,3,27,0
837707238,37392969,,,1056,,M / 38 / 10,Very good,Vintage,White,20,,downloads/37392969/01_01f1e_5bLgmhb6QykkJvFWFzHv495x.jpeg,komt tot over de knieën. licht blauw met wit. mooie stof. was toch niet helemaal mijn ding! ,Vintage lange jurk classic vibe ,104,7,27,0
837707238,37392969,,,1056,,M / 38 / 10,Very good,Vintage,White,20,,downloads/37392969/02_025d8_9PFbGZPioyJYfj99dsvqBuZh.jpeg,komt tot over de knieën. licht blauw met wit. mooie stof. was toch niet helemaal mijn ding! ,Vintage lange jurk classic vibe ,104,7,27,0
837707238,37392969,,,1056,,M / 38 / 10,Very good,Vintage,White,20,,downloads/37392969/02_005f9_3vsJrgUFcxjQDWSYGmBSdGax.jpeg,komt tot over de knieën. licht blauw met wit. mooie stof. was toch niet helemaal mijn ding! ,Vintage lange jurk classic vibe ,104,7,27,0
