ID,Category,Price,Size,State,Brand,Colors,Amount_Of_Pictures,Ratio
852661701,Jacket,50.0,XL / 42 / 14,Very good,Vintage,Navy,6,25.0
852656416,Jacket,47.0,M / 38 / 10,Very good,Vintage,Brown,6,43.0
809897164,Jacket,55.0,L / 40 / 12,Very good,Vintage,Brown,6,9.3125
809885986,Jacket,55.0,L / 40 / 12,Very good,Vintage,Brown,7,12.333333333333334
809854985,Jacket,55.0,M / 38 / 10,Very good,Vintage,Black,5,6.0
804601153,Jacket,55.0,M / 38 / 10,Very good,Vintage,Brown,5,21.666666666666668
803230076,Jacket,55.0,L / 40 / 12,Very good,Vintage,Brown,5,27.666666666666668
803217673,Jacket,50.0,M / 38 / 10,Very good,Vintage,Brown,8,4.285714285714286
800171683,Jacket,55.0,L / 40 / 12,Very good,Vintage,Brown,7,168.0
798990711,Jacket,50.0,L / 40 / 12,Very good,Vintage,Grey,5,12.636363636363637
797905323,Jacket,55.0,L / 40 / 12,Very good,Vintage,Grey,9,12.636363636363637
797266080,Jacket,55.0,M / 38 / 10,Very good,Vintage,Cream,6,7.5
846077152,Top,26.0,M / 38 / 10,Very good,Vintage,Coral,2,15.8
845971811,Cardigan,27.5,M / 38 / 10,Very good,Vintage,Cream,4,63.0
832223749,Mens Jacket,50.0,XL,Very good,Vintage,Grey,6,17.0
830913990,Mens Jacket,55.0,M,Very good,Rica Lewis,Blue,5,9.5
837978837,Sweater,40.0,XL / 42 / 14,Very good,Vintage,Red,6,19.333333333333332
837965899,Top,32.0,XS / 34 / 6,Very good,Vintage,White,5,16.75
837955879,Dress,8.0,S / 36 / 8,Very good,Onbekend,Blue,4,inf
837947851,Sweater,6.0,M / 38 / 10,Very good,Bershka,Grey,4,inf
837939626,Sweater,5.0,M / 38 / 10,Very good,Onbekend,Cream,3,14.0
836618544,Sweater,32.0,S / 36 / 8,Very good,Vintage,Red,5,10.076923076923077
825756033,Jacket,47.0,M / 38 / 10,Very good,Vintage,Multi,6,2.6216216216216215
833652641,Top,26.0,S / 36 / 8,Very good,Vintage,Coral,3,31.0
833647289,Jacket,47.0,M / 38 / 10,Very good,Vintage,Red,5,11.583333333333334
828307220,Blouse,30.0,M / 38 / 10,Very good,Vintage,Multi,5,39.0
825794805,Mens Shirt,27.0,XL,Very good,Vintage,Brown,2,19.5
825788904,Bag,9.0,,Very good,Tom Tailor,Black,4,7.444444444444445
825785783,Dress,8.0,M / 38 / 10,Very good,Onbekend,Navy,4,inf
825747186,Cardigan,30.0,M / 38 / 10,Very good,Vintage,Green,3,10.375
825743398,Cardigan,30.0,L / 40 / 12,Very good,Vintage,Burgundy,4,20.90909090909091
824435896,Mens Coat,55.0,L,Very good,Vintage,Brown,4,18.25
823676277,Mens Top,32.5,L,Very good,Ralph Lauren,Light blue,6,inf
823667084,Top,26.0,XL / 42 / 14,Very good,Vintage,Multi,3,21.5
823662893,Top,24.95,S / 36 / 8,Very good,Vintage,White,5,14.2
823649831,Top,20.0,M / 38 / 10,Very good,Vintage,Beige,3,16.25
823645653,Top,20.0,L / 40 / 12,Very good,Vintage,Green,2,inf
823640313,Top,26.5,M / 38 / 10,Very good,Vintage,Red,3,5.9375
823635209,Blouse,24.95,XXL / 44 / 16,Very good,Vintage,Multi,3,16.2
811333341,Top,14.0,L / 40 / 12,Very good,Vintage,Blue,3,7.357142857142857
811306755,Top,17.5,S / 36 / 8,Very good,Vintage,White,4,2.2857142857142856
811300121,Blouse,19.95,L / 40 / 12,Very good,Vintage,White,3,6.3
811295040,Top,19.95,XL / 42 / 14,Very good,Vintage,White,3,6.181818181818182
811279366,Cardigan,26.0,XL / 42 / 14,Very good,Vintage,Black,4,5.517241379310345
815315705,Mens Jacket,29.95,L,Very good,Vintage,Brown,4,inf
815309281,Mens Shirt,27.0,L,Very good,Vintage,Blue,3,inf
812698748,Dress,27.0,M / 38 / 10,Very good,Vintage,Multi,4,26.666666666666668
812179544,Dress,39.95,S / 36 / 8,Very good,Vintage,Multi,10,4.2272727272727275
812176072,Mens Top,17.0,S,Very good,Vintage,Pink,4,46.0
812173858,Top,17.0,L / 40 / 12,Very good,Vintage,Black,5,inf
812170306,Top,18.0,M / 38 / 10,Very good,Vintage,Multi,4,6.166666666666667
812166357,Top,16.0,M / 38 / 10,Very good,Vintage,Beige,3,inf
812162890,Dress,26.0,S / 36 / 8,Very good,Vintage,Multi,6,6.0
812159041,Dress,27.0,M / 38 / 10,Very good,Vintage,Cream,5,7.666666666666667
811821445,Dress,21.0,M / 38 / 10,Very good,Vintage,Blue,4,7.666666666666667
811818363,Cardigan,19.0,L / 40 / 12,Very good,Vintage,Multi,5,7.75
811816835,Cardigan,19.0,M / 38 / 10,Very good,Vintage,Mustard,4,16.0
811510095,Top,34.95,L / 40 / 12,Very good,Vintage,White,11,13.428571428571429
811375259,Top,16.0,S / 36 / 8,Very good,Vintage,Multi,2,8.444444444444445
811291666,Jacket,26.0,M / 38 / 10,Very good,Vintage,Cream,4,8.090909090909092
811281902,Blouse,16.5,L / 40 / 12,Very good,Vintage,Black,3,18.666666666666668
803209482,Coat,59.95,L / 40 / 12,Very good,Vintage,Light blue,5,17.3
799310050,Cardigan,17.5,M / 38 / 10,Very good,Vintage,Multi,3,10.884615384615385
799286372,Jacket,42.5,XL / 42 / 14,New without tags,Vintage,Beige,3,5.117647058823529
809876039,Mens Top,19.95,M,Very good,Vintage,White,3,26.0
809867000,Suit,59.0,L / 40 / 12,Very good,Vintage,Black,4,inf
809850345,Jacket,59.95,M / 38 / 10,Very good,Vintage,Brown,6,20.5
798965627,Jacket,54.95,XL / 42 / 14,New without tags,Vintage,Khaki,6,16.3
797376894,Skirt,24.95,XS / 34 / 6,Very good,Vintage,Blue,8,16.17241379310345
804605954,Jacket,79.95,XL / 42 / 14,Very good,Vintage,Black,9,88.0
804595619,Jacket,59.95,M / 38 / 10,Very good,Vintage,Brown,6,18.25
804587582,Jacket,24.95,M / 38 / 10,Good,Vintage,Grey,4,67.0
799333271,Cardigan,19.95,M / 38 / 10,Very good,Vintage,Black,4,inf
799327954,Blouse,24.95,L / 40 / 12,Very good,Vintage,Navy,2,17.5
799325683,Cardigan,27.5,M / 38 / 10,Very good,Vintage,Black,4,65.0
799305636,Sweater,10.0,M / 38 / 10,Very good,Vintage,Grey,1,6.0
797939603,Jacket,94.95,XL / 42 / 14,Very good,Vintage,Grey,7,inf
797290167,Jacket,129.0,XL / 42 / 14,Very good,Vintage,Cream,11,59.0
785214520,Skirt,24.95,L / 40 / 12,Very good,Vintage,Black,6,12.235294117647058
785203668,Coat,49.95,M / 38 / 10,Very good,Vintage,Black,5,15.2
791086468,Mens Top,17.5,L,Very good,Vintage,Multi,4,2.4
787627692,Blouse,22.5,M / 38 / 10,Very good,Vintage,Green,4,inf
787623994,Dress,27.5,M / 38 / 10,Very good,Vintage,Grey,5,6.5
786189703,Mens Shirt,24.95,L,Very good,John Baner,Red,4,43.0
785221669,Mens Pants,29.95,M,New without tags,Vintage,Khaki,4,7.846153846153846
767737945,Mens Jacket,49.95,L,Very good,Vintage,Blue,4,3.8636363636363638
767727333,Mens Jacket,49.95,XL,Very good,Vintage,Light blue,4,5.666666666666667
767649574,Mens Jacket,99.0,L,Very good,Vintage,Black,6,5.75
778295575,Mens Top,29.95,L,New without tags,Vintage,Grey,4,26.0
778286978,Mens Shirt,24.95,XL,Good,Vintage,Multi,4,31.5
778278721,Pants,24.95,S / 36 / 8,New without tags,motivi,Cream,2,18.75
778273128,Jacket,24.95,S / 36 / 8,Very good,Vintage,Brown,3,5.75
778268610,Blouse,10.0,M / 38 / 10,Good,Vintage,Black,2,inf
778263065,Dress,39.95,M / 38 / 10,New without tags,Vintage,Blue,4,9.5
778259024,Mens Shirt,24.95,L,Very good,Vintage,Multi,4,9.166666666666666
852437910,Dress,39.95,M / 38 / 10,Very good,Vintage,Black,5,51.0
852428375,Cardigan,30.0,S / 36 / 8,Very good,Vintage,Green,6,11.0
852410999,Pants,40.0,M / 38 / 10,Very good,Levi's,Beige,8,25.0
852385601,Cardigan,49.95,M / 38 / 10,Very good,Vintage,Green,8,8.833333333333334
852374318,Blouse,22.5,M / 38 / 10,Very good,Vintage,Blue,6,7.666666666666667
852361463,Blouse,25.0,S / 36 / 8,Very good,Vintage,Grey,6,19.5
852291982,Cardigan,32.5,S / 36 / 8,Very good,Vintage,Green,7,28.0
852283582,Cardigan,30.0,M / 38 / 10,Very good,Vintage,Grey,8,6.666666666666667
852269812,Sweater,35.0,M / 38 / 10,Very good,Vintage,Beige,7,7.166666666666667
852252316,Sweater,28.0,M / 38 / 10,Very good,Vintage,Red,6,9.0
852239322,Top,15.0,S / 36 / 8,Very good,Vintage,Brown,8,33.0
852223404,Dress,30.0,M / 38 / 10,Very good,Vintage,Orange,7,44.5
848480961,Sweater,28.0,S / 36 / 8,Very good,Vintage,Beige,7,16.0
848442545,Cardigan,30.0,M / 38 / 10,Very good,Vintage,Grey,6,12.833333333333334
848429483,Sweater,40.0,M / 38 / 10,Very good,Vintage,Beige,6,9.6
848375491,Cardigan,30.0,L / 40 / 12,Very good,Vintage,Grey,7,13.75
848354712,Top,7.5,S / 36 / 8,Good,Vintage,Green,7,17.0
848245123,Dress,30.0,S / 36 / 8,Very good,Vintage,Black,8,29.0
848188301,Sweater,49.95,M / 38 / 10,Very good,Vintage,Pink,8,28.210526315789473
848160428,Blouse,27.95,S / 36 / 8,Very good,Vintage,Beige,7,11.0
846894799,Blouse,29.95,S / 36 / 8,Very good,Vintage,Black,9,14.142857142857142
846880921,Blouse,27.95,S / 36 / 8,Very good,Vintage,Green,7,9.5
844492641,Dress,20.0,S / 36 / 8,Very good,Vintage,Black,8,11.85
844465080,Top,14.0,S / 36 / 8,Very good,Vintage,Pink,8,86.0
844453741,Sweater,35.0,L / 40 / 12,Very good,Vintage,Beige,7,5.846153846153846
844443757,Pajamas,15.0,M / 38 / 10,Very good,Vintage,Blue,5,8.476190476190476
844360443,Jacket,35.0,M / 38 / 10,Very good,Nike,Grey,8,5.3
844352509,Pajamas,15.0,S / 36 / 8,Very good,Vintage,Black,6,4.96875
844313359,Top,14.0,S / 36 / 8,Very good,Vintage,Red,6,7.341463414634147
844303190,Sweater,37.5,S / 36 / 8,Very good,Vintage,Grey,9,5.586206896551724
844242555,Blouse,17.5,S / 36 / 8,Very good,Vintage,Black,6,19.666666666666668
844232966,Pajamas,17.0,S / 36 / 8,Very good,Vintage,Black,9,14.166666666666666
844146219,Athletic Wear,35.0,M / 38 / 10,Very good,Puma,Blue,7,13.0
843899536,Blouse,27.95,S / 36 / 8,Very good,Vintage,Brown,6,13.181818181818182
843167443,Coat,50.0,L / 40 / 12,Very good,Vintage,Beige,10,22.25
843162146,Blouse,25.0,S / 36 / 8,Very good,Vintage,Orange,7,8.578947368421053
843051578,Blouse,27.95,M / 38 / 10,Very good,Vintage,Black,7,6.333333333333333
843042838,Mens Jacket,40.0,L,Very good,Vintage,Black,8,26.5
841617136,Sweater,49.95,M / 38 / 10,Very good,Vintage,Beige,8,3.7
841472868,Sweater,30.0,L / 40 / 12,Very good,Vintage,Turquoise,7,11.571428571428571
841268416,Top,12.5,M / 38 / 10,Very good,Vintage,Black,7,21.0
841260960,Blouse,17.0,M / 38 / 10,Very good,Vintage,Blue,7,7.363636363636363
841254675,Blouse,22.5,S / 36 / 8,Very good,Vintage,Purple,6,13.166666666666666
841247748,Cardigan,20.0,L / 40 / 12,Very good,Vintage,Black,8,16.142857142857142
841238318,Sweater,30.0,S / 36 / 8,Very good,kappa,Coral,9,19.5
838464008,Cardigan,22.5,S / 36 / 8,Very good,Vintage,White,6,12.9
836004528,Blouse,29.95,S / 36 / 8,Very good,Vintage,Black,8,13.083333333333334
835821416,Cardigan,49.95,M / 38 / 10,Very good,Basler,Black,8,11.0
835689299,Cardigan,29.95,M / 38 / 10,Very good,Vintage,Beige,8,21.333333333333332
835682426,Blouse,23.95,M / 38 / 10,Very good,Vintage,Beige,6,45.0
835669379,Sweater,49.95,S / 36 / 8,Very good,Vintage,Grey,8,6.2
835647901,Sweater,29.95,M / 38 / 10,Very good,Vintage,Brown,9,11.695652173913043
833603919,Sweater,27.5,M / 38 / 10,Very good,Vintage,Pink,6,3.6666666666666665
833592319,Blouse,20.0,XS / 34 / 6,Very good,Vintage,Pink,8,12.2
833572543,Sweater,22.5,M / 38 / 10,Very good,Vintage,White,8,16.333333333333332
833564052,Sweater,25.0,XS / 34 / 6,Very good,Calvin Klein,Red,6,18.333333333333332
833545436,Sweater,20.0,XS / 34 / 6,Very good,Vintage,Brown,6,4.541666666666667
833525094,Blouse,12.0,M / 38 / 10,Good,Vintage,Red,9,10.5
832466876,Blouse,16.0,L / 40 / 12,Very good,Vintage,Black,6,19.5
832069641,Blouse,15.0,M / 38 / 10,Very good,Vintage,Black,6,8.8
832064728,Top,8.0,M / 38 / 10,Very good,Vintage,Light blue,6,26.0
832019880,Top,14.0,S / 36 / 8,Very good,Vintage,Black,6,7.925
832014298,Blouse,15.0,M / 38 / 10,Very good,Vintage,Grey,6,10.11111111111111
823581480,Blouse,15.0,L / 40 / 12,Very good,Vintage,Purple,6,13.0
823562084,Blouse,15.0,L / 40 / 12,Very good,Vintage,Turquoise,6,19.5
823509198,Blouse,15.0,XS / 34 / 6,Very good,Vintage,Purple,6,10.166666666666666
823495832,Blouse,15.0,L / 40 / 12,Very good,Vintage,Black,6,18.333333333333332
823491855,Blouse,12.5,S / 36 / 8,Very good,Vintage,Brown,6,9.666666666666666
823458311,Blouse,25.0,M / 38 / 10,Very good,Hermann Lange,White,8,5.454545454545454
823291227,Mens Sweater,35.0,M,Very good,Ralph Lauren,Red,6,8.0
823261456,Mens Sweater,25.0,L,Very good,Vintage,Purple,6,7.851851851851852
823239071,Mens Suit,25.0,M,Very good,Adidas,Grey,6,16.6
823104733,Sweater,18.0,S / 36 / 8,Very good,Vintage,Red,6,7.483870967741935
822988191,Sweater,25.0,S / 36 / 8,Very good,Vintage,Grey,7,6.2
822981541,Sweater,17.5,S / 36 / 8,Very good,Vintage,White,6,12.0
822894313,Dress,12.5,M / 38 / 10,Very good,Vintage,Grey,5,24.333333333333332
822605861,Dress,40.0,S / 36 / 8,Very good,Vintage,Blue,6,20.555555555555557
820829079,Sweater,25.0,M / 38 / 10,Very good,Vintage,Beige,6,14.555555555555555
820822085,Blouse,12.5,XS / 34 / 6,Very good,Vintage,Orange,6,43.0
820813762,Sweater,28.0,M / 38 / 10,Very good,Vintage,Black,5,24.0
820809763,Blouse,22.0,S / 36 / 8,Very good,Vintage,White,7,9.333333333333334
820790756,Blouse,18.0,L / 40 / 12,Very good,Vintage,Pink,5,34.0
820740304,Cardigan,16.0,S / 36 / 8,Very good,Vintage,Pink,6,35.0
820731344,Blouse,16.0,L / 40 / 12,Very good,Vintage,Purple,5,2.84375
820714365,Athletic Wear,17.5,XS / 34 / 6,Very good,FILA,Red,5,45.0
820704089,Skirt,17.5,S / 36 / 8,Very good,Vintage,Yellow,5,8.636363636363637
820695455,Blouse,16.0,M / 38 / 10,Very good,Vintage,Black,6,19.0
820687525,Blouse,15.0,M / 38 / 10,Very good,Vintage,Orange,6,29.0
820173998,Blouse,25.0,L / 40 / 12,Very good,Vintage,White,7,13.272727272727273
820168848,Blouse,25.0,S / 36 / 8,Very good,Vintage,Black,6,5.375
819381955,Coat,45.0,L / 40 / 12,Very good,Vintage,Grey,6,6.25
819358815,Jacket,30.0,L / 40 / 12,Very good,Vintage,Red,6,10.3125
819338740,Cardigan,14.0,S / 36 / 8,Very good,Vintage,Black,4,9.142857142857142
819330993,Jacket,22.5,M / 38 / 10,Very good,Vintage,Black,6,15.666666666666666
819323752,Jacket,22.5,M / 38 / 10,Very good,Vintage,Brown,6,21.333333333333332
819281238,Suit,30.0,S / 36 / 8,Very good,Vintage,Blue,6,54.0
854344553,Pajamas,14.0,S / 36 / 8,Very good,Vintage,Light blue,6,18.0
678555358,Blouse,8.0,S / 36 / 8,Very good,Vintage,Black,6,13.666666666666666
678555810,Skirt,15.0,XS / 34 / 6,Very good,Vintage,Blue,6,10.857142857142858
